ensembl_gene_id	hgnc_symbol	logFC_RETT_TC	PValue_RETT_TC	entrezgene
ENSG00000177879	AP3S1	-1.289093903	0.005352475	1176
ENSG00000232973	CYP1B1-AS1	0.288237258	0.005360967	285154
ENSG00000106330	MOSPD3	0.375922135	0.005414349	64598
ENSG00000060069	CTDP1	0.441848559	0.005435272	9150
ENSG00000149639	SOGA1	-0.24379451	0.005450455	140710
ENSG00000276368	HIST1H2AJ	0.275292935	0.005472474	8331
ENSG00000034152	MAP2K3	0.482317372	0.005472889	5606
ENSG00000142512	SIGLEC10	-0.651310547	0.005488552	89790
ENSG00000083750	RRAGB	-0.563092235	0.005523655	10325
ENSG00000181873	IBA57	-0.361016018	0.005530093	200205
ENSG00000234629	WDR82P1	-0.484865754	0.005539063	NA
ENSG00000134352	IL6ST	-0.411083601	0.005557544	3572
ENSG00000167550	RHEBL1	-0.469739654	0.005559445	121268
ENSG00000142794	NBPF3	0.30490655	0.005564711	84224
ENSG00000091592	NLRP1	-0.293466424	0.005573519	728392
ENSG00000091592	NLRP1	-0.293466424	0.005573519	22861
ENSG00000171298	GAA	0.714709447	0.005581182	2548
ENSG00000138942	RNF185	0.413622027	0.005615452	91445
ENSG00000179044	EXOC3L1	-0.351809147	0.005622773	283849
ENSG00000257674		-0.385378199	0.005638975	NA
ENSG00000166206	GABRB3	-0.292811	0.005646904	2562
ENSG00000188687	SLC4A5	-0.263472483	0.005652517	57835
ENSG00000183684	ALYREF	-0.531377089	0.005726936	10189
ENSG00000118271	TTR	0.890742473	0.005756953	7276
ENSG00000107562	CXCL12	-0.55705815	0.005760771	6387
ENSG00000128655	PDE11A	0.304186807	0.005764339	50940
ENSG00000067992	PDK3	-0.415106868	0.005766765	5165
ENSG00000236829		0.278003699	0.005789468	100134368
ENSG00000129009	ISLR	0.875106336	0.00579819	3671
ENSG00000198420	TCAF1	-0.590548015	0.005799195	9747
ENSG00000043093	DCUN1D1	-0.987076052	0.005809625	54165
ENSG00000072195	SPEG	-0.308141603	0.005813087	100996693
ENSG00000072195	SPEG	-0.308141603	0.005813087	10290
ENSG00000177732	SOX12	0.418580934	0.005840968	6666
ENSG00000165457	FOLR2	-0.731134252	0.005845696	2350
ENSG00000170962	PDGFD	-0.363308625	0.00584928	80310
ENSG00000101199	ARFGAP1	0.457503485	0.00586083	55738
ENSG00000147457	CHMP7	0.523643728	0.005865354	91782
ENSG00000028137	TNFRSF1B	-0.561956647	0.005883473	7133
ENSG00000157107	FCHO2	0.377858634	0.005985077	115548
ENSG00000161021	MAML1	0.370907038	0.005990708	9794
ENSG00000197919	IFNA1	0.252245019	0.006004016	3439
ENSG00000175985	PLEKHD1	-0.386544819	0.006011317	400224
ENSG00000260230	FRRS1L	-1.15951719	0.006028802	23732
ENSG00000256616		0.393586832	0.006034276	NA
ENSG00000205078	SYCE1L	0.370411115	0.006061285	100130958
ENSG00000170502	NUDT9	-0.678113373	0.006064062	53343
ENSG00000100271	TTLL1	0.261998629	0.006089447	25809
ENSG00000125686	MED1	0.379268647	0.006133338	5469
ENSG00000104381	GDAP1	-0.554749933	0.006139433	54332
ENSG00000186583	SPATC1	0.283780381	0.006165686	375686
ENSG00000142615	CELA2A	0.34712637	0.006177304	63036
ENSG00000197894	ADH5	-0.403143872	0.006182033	128
ENSG00000213139	CRYGS	0.456362129	0.006204102	1427
ENSG00000257307		-0.458733421	0.00622654	NA
ENSG00000184574	LPAR5	-0.811742974	0.006233964	57121
ENSG00000018236	CNTN1	-0.919880399	0.006259909	1272
ENSG00000159788	RGS12	-0.325267915	0.006260602	6002
ENSG00000198673	FAM19A2	-1.198299942	0.006291722	338811
ENSG00000163249	CCNYL1	-0.400451597	0.006331616	151195
ENSG00000006837	CDKL3	-0.330044392	0.006332546	51265
ENSG00000247877		-0.269676203	0.006342681	NA
ENSG00000093167	LRRFIP2	-0.507663315	0.006353044	9209
ENSG00000188171	ZNF626	0.460894818	0.006376936	199777
ENSG00000177459	ERICH5	0.306936319	0.006397011	203111
ENSG00000141854	MISP3	0.409930448	0.006399065	113230
ENSG00000260428	SCX	0.329549091	0.006400357	642658
ENSG00000235989	MORC2-AS1	-0.59975108	0.00642287	150291
ENSG00000135749	PCNX2	-0.276649174	0.006424364	80003
ENSG00000273749	CYFIP1	-0.36484281	0.006428501	23191
ENSG00000178988	MRFAP1L1	-0.530106157	0.006441983	114932
ENSG00000110446	SLC15A3	-0.522533967	0.006455576	51296
ENSG00000183785	TUBA8	0.279810412	0.006478082	51807
ENSG00000133561	GIMAP6	-0.54361207	0.006493042	474344
ENSG00000110628	SLC22A18	-0.481224382	0.006493204	5002
ENSG00000163013	FBXO41	-0.703939942	0.006512244	150726
ENSG00000156265	MAP3K7CL	0.5273713	0.006512426	56911
ENSG00000198173	FAM47C	0.322264662	0.006523094	442444
ENSG00000141564	RPTOR	0.430434929	0.006538062	57521
ENSG00000248092	NNT-AS1	0.506503978	0.006576685	NA
ENSG00000102316	MAGED2	-0.54116005	0.006581769	10916
ENSG00000118515	SGK1	-0.373945498	0.006587875	6446
ENSG00000240809		-0.293535412	0.006605878	NA
ENSG00000275688	CCL15-CCL14	0.284929077	0.00661627	NA
ENSG00000138119	MYOF	-0.315520752	0.006620079	26509
ENSG00000171943	SRGAP2C	-0.485109098	0.006636923	653464
ENSG00000010626	LRRC23	0.409819872	0.006654159	10233
ENSG00000108509	CAMTA2	0.481048172	0.006672049	23125
ENSG00000185264	TEX33	0.276254782	0.00668027	339669
ENSG00000123636	BAZ2B	-0.510597003	0.006683795	29994
ENSG00000234645	YWHAEP5	-0.249545092	0.006707469	NA
ENSG00000143971	ETAA1	0.259844251	0.006733193	54465
ENSG00000116918	TSNAX	-1.134336556	0.006739819	7257
ENSG00000136758	YME1L1	-0.60936301	0.006740787	10730
ENSG00000163961	RNF168	-0.487278065	0.006744639	165918
ENSG00000162244	RPL29	-0.427179226	0.006766044	6159
ENSG00000230337		-0.30747903	0.006768535	105376736
ENSG00000173406	DAB1	0.354420276	0.006785819	1600
ENSG00000182534	MXRA7	-0.551169371	0.006788533	439921
ENSG00000072832	CRMP1	-0.414010427	0.006788901	1400
ENSG00000105278	ZFR2	0.388371623	0.006790166	23217
ENSG00000170122	FOXD4	0.292705147	0.006830186	2298
ENSG00000254610		0.350403207	0.00683434	NA
ENSG00000013275	PSMC4	-0.710349132	0.006837316	5704
ENSG00000064607	SUGP2	0.65210963	0.006845236	10147
ENSG00000116095	PLEKHA3	-0.745850198	0.0068559	65977
ENSG00000099715	PCDH11Y	-0.290187651	0.006862009	83259
ENSG00000160087	UBE2J2	0.352341871	0.006863576	118424
ENSG00000170275	CRTAP	0.287757171	0.00686425	10491
ENSG00000100416	TRMU	0.484294881	0.006872229	55687
ENSG00000153071	DAB2	-0.524574993	0.00689508	112267931
ENSG00000153071	DAB2	-0.524574993	0.00689508	1601
ENSG00000146469	VIP	-1.39848983	0.006897598	7432
ENSG00000132694	ARHGEF11	0.412211891	0.006903369	9826
ENSG00000150540	HNMT	-0.449567286	0.006918455	3176
ENSG00000149547	EI24	-0.518305589	0.006921351	9538
ENSG00000237517	DGCR5	0.368991967	0.006922218	NA
ENSG00000115239	ASB3	-0.492919005	0.006939434	51130
ENSG00000141994	DUS3L	0.458774246	0.006944935	56931
ENSG00000131370	SH3BP5	0.288199941	0.006978843	9467
ENSG00000150977	RILPL2	-0.408393344	0.00698944	196383
ENSG00000242288		0.278446192	0.006990566	NA
ENSG00000176884	GRIN1	0.39968195	0.007003997	2902
ENSG00000144744	UBA3	-0.736253114	0.007022831	9039
ENSG00000198746	GPATCH3	0.296601514	0.007024433	63906
ENSG00000037241	RPL26L1	-0.542434979	0.007026781	51121
ENSG00000063601	MTMR1	-0.273087765	0.007038837	8776
ENSG00000105204	DYRK1B	0.424915952	0.007118841	9149
ENSG00000011201	ANOS1	0.688340522	0.007135567	3730
ENSG00000261504	LINC01686	-0.25658847	0.007150075	284648
ENSG00000171603	CLSTN1	-0.497850888	0.007200187	22883
ENSG00000177143	CETN1	0.362541001	0.007219841	1068
ENSG00000166444	ST5	0.429522926	0.007266776	6764
ENSG00000138756	BMP2K	-0.333427829	0.007273852	55589
ENSG00000166704	ZNF606	0.452825526	0.007274933	80095
ENSG00000186889	TMEM17	-0.58440345	0.007280603	200728
ENSG00000120438	TCP1	-0.890941189	0.007284115	6950
ENSG00000122304	PRM2	0.318281147	0.007290056	5620
ENSG00000133135	RNF128	0.338018395	0.007302721	79589
ENSG00000196668	LINC00173	0.358171176	0.007308621	100287569
ENSG00000131711	MAP1B	-1.496685544	0.007330201	4131
ENSG00000144366	GULP1	-0.363428303	0.007346081	51454
ENSG00000121897	LIAS	0.369533307	0.007354893	11019
ENSG00000172113	NME6	0.262611154	0.007357297	10201
ENSG00000198015	MRPL42	-0.321604124	0.007364516	28977
ENSG00000115756	HPCAL1	-0.714062973	0.007366464	3241
ENSG00000147571	CRH	-1.088940093	0.007386465	1392
ENSG00000267253		-0.348466703	0.007387712	NA
ENSG00000242599	CSAG4	0.318167697	0.00739304	100130935
ENSG00000155189	AGPAT5	-0.685915679	0.007393609	55326
ENSG00000174353	STAG3L3	-0.607917429	0.007395219	378108
ENSG00000168389	MFSD2A	-0.378974914	0.007397032	84879
ENSG00000116691	MIIP	0.336270691	0.007404252	60672
ENSG00000069696	DRD4	0.587618365	0.007407462	1815
ENSG00000223861		0.287477619	0.007434931	NA
ENSG00000135070	ISCA1	-0.46935137	0.007437773	81689
ENSG00000185774	KCNIP4	-0.94005418	0.007465595	80333
ENSG00000130363	RSPH3	-0.494624668	0.007473946	83861
ENSG00000121964	GTDC1	-0.391682542	0.007530296	79712
ENSG00000271338		0.322040619	0.007537255	NA
ENSG00000103569	AQP9	-0.746359859	0.00755354	366
ENSG00000143612	C1orf43	-0.445712652	0.007569899	25912
ENSG00000109832	DDX25	-0.589895385	0.00763396	29118
ENSG00000111077	TNS2	-0.291725287	0.007658847	23371
ENSG00000228782	MRPL45P2	-0.740459333	0.007660712	NA
ENSG00000197360	ZNF98	0.306622098	0.007662759	148198
ENSG00000161813	LARP4	0.344286257	0.00766277	113251
ENSG00000170469	SPATA24	-0.325900719	0.007680742	202051
ENSG00000225932	CTAGE4	0.299955376	0.007698766	100128553
ENSG00000119865	CNRIP1	-1.071406413	0.007703911	25927
ENSG00000125354	sep-06	-0.724531432	0.007727317	23157
ENSG00000143458	GABPB2	-0.320739105	0.007752396	126626
ENSG00000106991	ENG	-0.57093638	0.007759565	2022
ENSG00000137841	PLCB2	-0.437961841	0.007764208	5330
ENSG00000168496	FEN1	-0.488692554	0.007788596	2237
ENSG00000076201	PTPN23	0.35083694	0.007799363	25930
ENSG00000058804	NDC1	-0.349682566	0.007803888	55706
ENSG00000243547	HNRNPKP4	-1.043450491	0.007814499	NA
ENSG00000213760	ATP6V1G2	-1.76237886	0.00781488	534
ENSG00000198589	LRBA	0.443380064	0.007834082	987
ENSG00000110330	BIRC2	-0.476675903	0.007838084	329
ENSG00000099810	MTAP	0.436420006	0.007864296	4507
ENSG00000168763	CNNM3	0.326377302	0.007905331	26505
ENSG00000143340	FAM163A	-0.66071401	0.007939876	148753
ENSG00000205403	CFI	0.367899287	0.007946835	3426
ENSG00000162461	SLC25A34	0.4552417	0.007970933	284723
ENSG00000100207	TCF20	-0.366379467	0.00797242	6942
ENSG00000135624	CCT7	-1.054688294	0.008001603	10574
ENSG00000168397	ATG4B	-1.008385935	0.008041156	23192
ENSG00000161996	WDR90	0.271970524	0.008042795	197335
ENSG00000280338		-0.297545079	0.008052458	NA
ENSG00000185760	KCNQ5	-0.357065709	0.008062966	56479
ENSG00000179915	NRXN1	-0.550681838	0.008080717	9378
ENSG00000139278	GLIPR1	-0.508354055	0.008107056	11010
ENSG00000067606	PRKCZ	-0.401671034	0.008120306	5590
ENSG00000143549	TPM3	-0.895410686	0.008121229	7170
ENSG00000154978	VOPP1	-0.789042799	0.008122483	81552
ENSG00000124568	SLC17A1	0.606253458	0.008142024	6568
ENSG00000172465	TCEAL1	-0.97011041	0.008159624	9338
ENSG00000115524	SF3B1	-0.588436446	0.00816452	23451
ENSG00000241973	PI4KA	-0.906899857	0.008205231	5297
ENSG00000147996	CBWD5	-0.265750312	0.008216274	220869
ENSG00000165115	KIF27	-0.33125065	0.008224123	55582
ENSG00000115540	MOB4	-0.472316317	0.008253691	25843
ENSG00000276293	PIP4K2B	-0.842064413	0.008255421	8396
ENSG00000282419	TEX13D	0.456198675	0.008259114	100132015
ENSG00000089693	MLF2	-0.570096273	0.00826358	8079
ENSG00000206140	TMEM191C	-0.327875241	0.008267199	645426
ENSG00000105676	ARMC6	0.353054227	0.008274755	93436
ENSG00000143156	NME7	-0.659158165	0.008301674	29922
ENSG00000143079	CTTNBP2NL	-0.417469974	0.008363616	55917
ENSG00000268350	FAM156A	-0.255929342	0.00836498	29057
ENSG00000183160	TMEM119	-0.714400917	0.00837772	338773
ENSG00000061676	NCKAP1	-0.85584288	0.008380008	10787
ENSG00000088387	DOCK9	-0.75927541	0.008381126	23348
ENSG00000102317	RBM3	-0.663762367	0.008384565	5935
ENSG00000212864	RNF208	0.425323164	0.008409756	727800
ENSG00000242294	STAG3L5P	-0.284358675	0.008433857	101735302
ENSG00000189266	PNRC2	0.253601789	0.008442095	55629
ENSG00000233369	GTF2IP4	-0.919185511	0.00844882	100093631
ENSG00000101441	CST4	0.29010099	0.008454778	1472
ENSG00000150401	DCUN1D2	0.342962684	0.008467914	55208
ENSG00000186017	ZNF566	-0.296037283	0.008467987	84924
ENSG00000237753		0.373568474	0.008472505	NA
ENSG00000240038	AMY2B	0.404757962	0.008476811	280
ENSG00000160602	NEK8	0.496760545	0.008527247	284086
ENSG00000057294	PKP2	-0.287824549	0.008538906	5318
ENSG00000160613	PCSK7	-0.308030775	0.008542561	9159
ENSG00000230021		-0.249696846	0.008575888	101928626
ENSG00000261190	C16orf97	0.266707084	0.008734294	388276
ENSG00000115310	RTN4	-2.18991443	0.008780715	57142
ENSG00000268758	ADGRE4P	-0.346515272	0.00878091	326342
ENSG00000207638	MIR99A	-0.253610481	0.008792674	407055
ENSG00000182053	TRIM49B	0.29110655	0.008797291	283116
ENSG00000261649	GOLGA6L7	-0.278846428	0.008828825	728310
ENSG00000168079	SCARA5	-0.288915262	0.008839722	286133
ENSG00000163002	NUP35	-0.399842719	0.008845804	129401
ENSG00000087586	AURKA	0.28982647	0.008850381	6790
ENSG00000141424	SLC39A6	-0.575349664	0.008855669	25800
ENSG00000251273	LINC02228	-0.349851126	0.008868614	105374694
ENSG00000235169	SMIM1	0.386235227	0.008894076	388588
ENSG00000118260	CREB1	-0.270961285	0.008939519	1385
ENSG00000234444	ZNF736	0.287115242	0.008964303	728927
ENSG00000102870	ZNF629	0.374811712	0.008977429	23361
ENSG00000183549	ACSM5	-0.353960459	0.008992301	54988
ENSG00000164172	MOCS2	-1.122966957	0.008993118	4338
ENSG00000138802	SEC24B	-0.318884294	0.009002031	10427
ENSG00000071994	PDCD2	-0.435939557	0.009002796	5134
ENSG00000134516	DOCK2	-0.440940051	0.009009931	1794
ENSG00000139200	PIANP	0.531364769	0.009028824	196500
ENSG00000169327	OR5AU1	0.263275124	0.009058331	390445
ENSG00000270528		-0.579596659	0.00911635	NA
ENSG00000065054	SLC9A3R2	0.372507936	0.009129724	9351
ENSG00000186063	AIDA	-0.286244346	0.009149277	64853
ENSG00000234636	MED14OS	-0.266878012	0.009154461	100873985
ENSG00000175606	TMEM70	0.275955113	0.00916262	54968
ENSG00000139687	RB1	-0.454281859	0.009181272	5925
ENSG00000160218	TRAPPC10	0.381599791	0.009192622	7109
ENSG00000133101	CCNA1	-0.502464797	0.009200668	8900
ENSG00000214226	C17orf67	0.280505736	0.009208155	339210
ENSG00000180353	HCLS1	-0.394704747	0.009228871	3059
ENSG00000166979	EVA1C	0.440768773	0.009246446	59271
ENSG00000122824	NUDT10	0.290467927	0.009255597	170685
ENSG00000139636	LMBR1L	-0.356841034	0.00925902	55716
ENSG00000144355	DLX1	-0.462070955	0.009265594	1745
ENSG00000147854	UHRF2	-0.341851898	0.009303931	115426
ENSG00000214021	TTLL3	0.312506824	0.009307699	26140
ENSG00000124688	MAD2L1BP	-0.982488572	0.009318152	9587
ENSG00000127334	DYRK2	-0.299849755	0.009332591	8445
ENSG00000205309	NT5M	0.369901843	0.009334616	56953
ENSG00000278898		0.313236113	0.009336383	NA
ENSG00000115904	SOS1	-0.356749165	0.009347202	6654
ENSG00000162419	GMEB1	0.287623806	0.009348323	10691
ENSG00000217289		0.25283897	0.009357743	NA
ENSG00000170142	UBE2E1	-1.328387056	0.009379047	7324
ENSG00000054267	ARID4B	-0.397109684	0.009397606	51742
ENSG00000160767	FAM189B	0.297668277	0.009410865	10712
ENSG00000197465	GYPE	-0.281789953	0.009420792	2996
ENSG00000196335	STK31	-0.25854111	0.009508296	56164
ENSG00000196123	KIAA0895L	-0.301874437	0.009532275	653319
ENSG00000172269	DPAGT1	-0.351863909	0.009532964	1798
ENSG00000279072		0.478616204	0.009547335	NA
ENSG00000119673	ACOT2	-0.575829534	0.009589302	10965
ENSG00000046889	PREX2	-0.348570335	0.009590425	80243
ENSG00000120798	NR2C1	0.389440725	0.009626529	7181
ENSG00000157869	RAB28	-0.496870062	0.009632165	9364
ENSG00000208012	MIRLET7F2	0.319125662	0.009652219	406889
ENSG00000134545	KLRC1	-0.23014357	0.009657022	3821
ENSG00000182866	LCK	-0.293965662	0.009667892	3932
ENSG00000169764	UGP2	-0.927608323	0.009718334	7360
ENSG00000145198	VWA5B2	0.505973639	0.00972424	90113
ENSG00000277363	SRCIN1	0.264797944	0.009745456	80725
ENSG00000260096	DNM1P33	0.246510119	0.009751881	NA
ENSG00000231259		-0.311215015	0.009754506	NA
ENSG00000134460	IL2RA	-0.277968871	0.009772627	3559
ENSG00000134532	SOX5	-0.29009951	0.009777417	6660
ENSG00000243479	MNX1-AS1	0.265275122	0.009783598	645249
ENSG00000089248	ERP29	-0.731789338	0.009802841	10961
ENSG00000105971	CAV2	-0.430412109	0.009809641	858
ENSG00000137802	MAPKBP1	0.519183652	0.009817101	23005
ENSG00000152104	PTPN14	0.458548286	0.009823718	5784
ENSG00000271198	VDAC3P1	-0.783506939	0.009830552	NA
ENSG00000090316	MAEA	-0.636821668	0.009864341	10296
ENSG00000136940	PDCL	-0.439172453	0.009870839	5082
ENSG00000183454	GRIN2A	-0.928236377	0.009898203	2903
ENSG00000128683	GAD1	-0.426266786	0.009921183	2571
ENSG00000183426	NPIPA1	0.268770606	0.009944024	102724993
ENSG00000183426	NPIPA1	0.268770606	0.009944024	9284
ENSG00000111671	SPSB2	0.472230671	0.009973427	105369632
ENSG00000111671	SPSB2	0.472230671	0.009973427	84727
ENSG00000262136		0.310636212	0.009990284	NA
ENSG00000139832	RAB20	0.271821291	0.010013718	55647
ENSG00000111341	MGP	-1.462301198	0.010024538	4256
ENSG00000172995	ARPP21	-0.380767312	0.010041384	10777
ENSG00000158869	FCER1G	-0.577238672	0.010057785	2207
ENSG00000156642	NPTN	-0.593073129	0.010063743	27020
ENSG00000187609	EXD3	0.338143502	0.010077267	54932
ENSG00000155849	ELMO1	-0.61649515	0.010085358	9844
ENSG00000110367	DDX6	-0.277670856	0.010120344	1656
ENSG00000198780	FAM169A	-0.285158523	0.010138457	26049
ENSG00000121410	A1BG	0.237903485	0.010199587	1
ENSG00000085514	PILRA	-0.283787962	0.0102001	29992
ENSG00000183570	PCBP3	0.363889265	0.010216942	54039
ENSG00000179144	GIMAP7	-0.727397115	0.010219398	168537
ENSG00000134765	DSC1	-0.368214218	0.010222121	1823
ENSG00000168077	SCARA3	0.994035087	0.01024436	51435
ENSG00000205129	C4orf47	-0.304387966	0.010257653	441054
ENSG00000198785	GRIN3A	-0.401533927	0.010274596	116443
ENSG00000160877	NACC1	0.319043975	0.010296673	112939
ENSG00000175591	P2RY2	0.378488676	0.010301906	5029
ENSG00000041802	LSG1	0.324857234	0.010314755	55341
ENSG00000178562	CD28	0.279023516	0.010361819	940
ENSG00000261613		0.287835134	0.010363106	NA
ENSG00000092208	GEMIN2	-0.493152766	0.010446751	8487
ENSG00000064687	ABCA7	0.413896122	0.010476944	10347
ENSG00000276291	FRG1HP	-0.306701533	0.010489552	NA
ENSG00000154065	ANKRD29	0.353863901	0.010588763	147463
ENSG00000144231	POLR2D	-0.431356527	0.010607851	5433
ENSG00000197780	TAF13	-0.342858357	0.010644309	6884
ENSG00000100888	CHD8	0.311626807	0.01064564	57680
ENSG00000120992	LYPLA1	-0.442559886	0.010649545	10434
ENSG00000213777		0.280309473	0.010653075	NA
ENSG00000185324	CDK10	0.355068585	0.010672597	8558
ENSG00000179271	GADD45GIP1	0.337324067	0.01071165	90480
ENSG00000104093	DMXL2	-0.814042854	0.010730341	23312
ENSG00000109790	KLHL5	-0.508058647	0.010767278	51088
ENSG00000133800	LYVE1	-0.811473995	0.010796415	10894
ENSG00000090054	SPTLC1	-0.413332778	0.010831743	10558
ENSG00000004975	DVL2	0.525491811	0.010841896	1856
ENSG00000077009	NMRK2	-0.287213094	0.010848096	27231
ENSG00000226745		0.335187398	0.010848415	NA
ENSG00000139496	NUP58	0.264741459	0.010861303	9818
ENSG00000050426	LETMD1	-0.563495373	0.010865453	25875
ENSG00000179031		-0.45159393	0.010870709	NA
ENSG00000111335	OAS2	-0.393336774	0.010905697	4939
ENSG00000105053	VRK3	-0.423751929	0.010908709	51231
ENSG00000008294	SPAG9	-0.885052179	0.010927123	9043
ENSG00000196805	SPRR2B	0.273003569	0.01094332	6701
ENSG00000137942	FNBP1L	-0.282726866	0.010944014	54874
ENSG00000143320	CRABP2	0.422825414	0.010948757	1382
ENSG00000023909	GCLM	-0.377852959	0.010957149	2730
ENSG00000135587	SMPD2	0.257077967	0.010978099	6610
ENSG00000204628	RACK1	-0.335894453	0.011004617	10399
ENSG00000197299	BLM	-0.259801484	0.011008809	641
ENSG00000184599	FAM19A3	0.402609547	0.011039097	284467
ENSG00000197566	ZNF624	-0.324882601	0.011047565	57547
ENSG00000109670	FBXW7	-0.795442329	0.011058919	55294
ENSG00000214706	IFRD2	0.262125346	0.011061781	7866
ENSG00000232320		-0.575508344	0.011152351	NA
ENSG00000095787	WAC	-0.313518131	0.011257485	51322
ENSG00000213934	HBG1	0.392568956	0.011273529	3047
ENSG00000102452	NALCN	-0.392949688	0.011300798	259232
ENSG00000119537	KDSR	0.574874923	0.011318286	2531
ENSG00000100225	FBXO7	-0.441858273	0.011323609	25793
ENSG00000240771	ARHGEF25	-0.777737282	0.011326661	115557
ENSG00000107593	PKD2L1	-0.614988351	0.011332942	9033
ENSG00000067900	ROCK1	-0.32570488	0.011355345	6093
ENSG00000101134	DOK5	-0.448300124	0.011391147	55816
ENSG00000175467	SART1	0.276418066	0.011394001	9092
ENSG00000122644	ARL4A	-0.755045468	0.011413469	10124
ENSG00000019582	CD74	-0.396396251	0.011413545	972
ENSG00000151914	DST	-0.276394511	0.01143627	667
ENSG00000166016	ABTB2	0.454062237	0.01146107	25841
ENSG00000182372	CLN8	0.49157554	0.011493222	2055
ENSG00000165805	C12orf50	-0.265939777	0.01151827	160419
ENSG00000179152	TCAIM	-0.405869131	0.011562454	285343
ENSG00000123975	CKS2	-0.352625504	0.011564551	1164
ENSG00000011566	MAP4K3	-0.541750717	0.011573221	8491
ENSG00000170265	ZNF282	0.314050661	0.011586085	8427
