ensembl_gene_id	hgnc_symbol	logFC_RETT_FC	PValue_RETT_FC	entrezgene
ENSG00000125255	SLC10A2	0.337196892	0.009181616	6555
ENSG00000183621	ZNF438	0.357414072	0.009247157	220929
ENSG00000135144	DTX1	0.648293925	0.009327184	1840
ENSG00000129667	RHBDF2	-0.546177538	0.00932857	79651
ENSG00000083312	TNPO1	0.240638703	0.009369359	3842
ENSG00000108788	MLX	-0.278697318	0.009406429	6945
ENSG00000065613	SLK	-0.243506489	0.009417413	9748
ENSG00000150756	FAM173B	0.247667738	0.009523212	134145
ENSG00000169129	AFAP1L2	-0.37156652	0.009545226	84632
ENSG00000088038	CNOT3	0.344340711	0.009593717	4849
ENSG00000179299	NSUN7	0.357295948	0.009600074	79730
ENSG00000184730	APOBR	-0.331922779	0.009620685	55911
ENSG00000166704	ZNF606	0.432329325	0.009655567	80095
ENSG00000223728		-0.292541999	0.009676379	NA
ENSG00000281100		0.432420911	0.009775029	NA
ENSG00000152595	MEPE	-0.550239267	0.009799419	56955
ENSG00000205693	MANSC4	0.280482192	0.009860364	100287284
ENSG00000166257	SCN3B	-0.758129311	0.009865549	55800
ENSG00000170577	SIX2	0.258809482	0.009923849	10736
ENSG00000199177	MIR31	-0.346574937	0.009932139	407035
ENSG00000112759	SLC29A1	-0.442042682	0.009933873	2030
ENSG00000213231	TCL1B	0.241106872	0.009946832	9623
ENSG00000221878	PSG7	0.255396304	0.009964741	5676
ENSG00000106624	AEBP1	0.84350566	0.009991028	165
ENSG00000068745	IP6K2	-0.480409473	0.009997729	51447
ENSG00000091164	TXNL1	-0.282586477	0.010021302	9352
ENSG00000138413	IDH1	-0.426164184	0.010065189	3417
ENSG00000168918	INPP5D	-0.465660139	0.010100354	3635
ENSG00000093167	LRRFIP2	-0.470633184	0.010126873	9209
ENSG00000060558	GNA15	-0.621974953	0.010128409	2769
ENSG00000213160	KLHL23	-0.468525399	0.010171299	100526832
ENSG00000213160	KLHL23	-0.468525399	0.010171299	151230
ENSG00000112237	CCNC	-0.685702992	0.0102053	892
ENSG00000187796	CARD9	-0.367508812	0.010209974	64170
ENSG00000163435	ELF3	-0.335445177	0.010229048	1999
ENSG00000109184	DCUN1D4	0.28897924	0.01029355	23142
ENSG00000106484	MEST	-0.266203545	0.010365901	4232
ENSG00000204713	TRIM27	-0.36395644	0.010404093	5987
ENSG00000283235		0.309658783	0.010415635	NA
ENSG00000153250	RBMS1	-0.316186652	0.010415644	5937
ENSG00000113532	ST8SIA4	-0.321542891	0.010427716	7903
ENSG00000168077	SCARA3	0.5257773	0.010457106	51435
ENSG00000188219	POTEE	0.256957928	0.010481506	445582
ENSG00000136280	CCM2	-0.752276096	0.010493789	83605
ENSG00000169508	GPR183	-0.362678481	0.010523459	1880
ENSG00000272556	GTF2IP13	-0.371266887	0.010536818	NA
ENSG00000159871	LYPD5	0.533267344	0.01056022	284348
ENSG00000152990	ADGRA3	0.665731451	0.010565616	166647
ENSG00000198088	NUP62CL	0.307583462	0.01060161	54830
ENSG00000165533	TTC8	-0.412739263	0.01063008	123016
ENSG00000164037	SLC9B1	0.242779987	0.010641775	150159
ENSG00000087494	PTHLH	-0.34016761	0.010647323	5744
ENSG00000112511	PHF1	0.484997049	0.010650362	5252
ENSG00000176681	LRRC37A	0.275765141	0.010698483	9884
ENSG00000204525	HLA-C	-0.368072314	0.01069926	3107
ENSG00000204482	LST1	-0.460698162	0.010706221	7940
ENSG00000196071	OR2L13	-0.490865258	0.010729079	284521
ENSG00000196453	ZNF777	-0.266661129	0.010741497	27153
ENSG00000196182	STK40	-0.272401878	0.010759184	83931
ENSG00000020922	MRE11	-0.306883934	0.010761721	4361
ENSG00000184709	LRRC26	0.323480146	0.010775836	389816
ENSG00000167676	PLIN4	0.442861825	0.010781448	729359
ENSG00000169093	ASMTL	-0.364929239	0.010807018	8623
ENSG00000253824		0.301764716	0.010816963	NA
ENSG00000260105	AOC4P	-0.267292659	0.010818183	90586
ENSG00000140451	PIF1	0.334636017	0.010874244	80119
ENSG00000053702	NRIP2	0.436771763	0.010883361	83714
ENSG00000121281	ADCY7	-0.25985321	0.010904158	113
ENSG00000132207	SLX1A	-0.274702761	0.010910304	548593
ENSG00000128262	POM121L9P	0.3175218	0.010933577	29774
ENSG00000151067	CACNA1C	-0.268521456	0.010933959	775
ENSG00000162782	TDRD5	-0.285014976	0.010941187	163589
ENSG00000185904	LINC00839	-0.391631537	0.010955316	84856
ENSG00000181908		0.303179989	0.01098652	100996455
ENSG00000137103	TMEM8B	-0.328335351	0.011025475	51754
ENSG00000156026	MCU	0.439226057	0.011040355	90550
ENSG00000072210	ALDH3A2	-0.299731591	0.011053164	224
ENSG00000034152	MAP2K3	-0.302591086	0.011121839	5606
ENSG00000136689	IL1RN	0.315202129	0.011127435	3557
ENSG00000187783	TMEM72	-0.220105366	0.011187488	643236
ENSG00000130592	LSP1	-0.316327745	0.011201015	4046
ENSG00000186090	HTR3D	0.26444104	0.011213956	200909
ENSG00000172602	RND1	0.958176001	0.011223418	27289
ENSG00000104093	DMXL2	-0.807765915	0.011224818	23312
ENSG00000131351	HAUS8	0.305483574	0.011239719	93323
ENSG00000117632	STMN1	-0.912003495	0.011279096	3925
ENSG00000120314	WDR55	0.351477535	0.011303016	54853
ENSG00000183929	DUSP5P1	-0.271315151	0.011326431	NA
ENSG00000251595	ABCA11P	0.362911581	0.011350842	79963
ENSG00000239998	LILRA2	-0.353733466	0.011361349	11027
ENSG00000115267	IFIH1	0.250819862	0.011367482	64135
ENSG00000119723	COQ6	-0.397505204	0.011421146	51004
ENSG00000177879	AP3S1	-1.140076768	0.011429504	1176
ENSG00000230146	SEPHS1P4	-0.308048278	0.011445229	NA
ENSG00000168234	TTC39C	0.438343908	0.011470646	125488
ENSG00000158985	CDC42SE2	-0.38239422	0.011542067	56990
ENSG00000105497	ZNF175	0.41465042	0.011546693	7728
ENSG00000075415	SLC25A3	0.286224902	0.011555906	5250
ENSG00000182366		0.308095947	0.011572478	157693
ENSG00000182866	LCK	-0.287804779	0.011620924	3932
ENSG00000104549	SQLE	-0.585719201	0.011651731	6713
ENSG00000171984	C20orf196	0.278517075	0.011694937	149840
ENSG00000164483	SAMD3	-0.279157098	0.011717991	154075
ENSG00000168016	TRANK1	0.468352984	0.011818124	9881
ENSG00000102854	MSLN	-0.367848192	0.011820041	10232
ENSG00000100897	DCAF11	0.845063124	0.011855112	80344
ENSG00000186153	WWOX	0.384738646	0.011877382	51741
ENSG00000116001	TIA1	-0.384904285	0.011881485	7072
ENSG00000170122	FOXD4	-0.257189162	0.011884349	2298
ENSG00000255524	NPIPB8	-0.269710596	0.011947851	728734
ENSG00000204685	STARD7-AS1	0.259609303	0.011985735	NA
ENSG00000173338	KCNK7	0.332809364	0.011997218	10089
ENSG00000266733	TBC1D29	0.318511728	0.012049781	26083
ENSG00000185104	FAF1	-0.596447402	0.012059923	11124
ENSG00000213934	HBG1	0.387980867	0.012062342	3047
ENSG00000101134	DOK5	-0.44373009	0.012081968	55816
ENSG00000271647	KRT8P47	-0.245687064	0.012120217	NA
ENSG00000112130	RNF8	-0.692151251	0.012144624	9025
ENSG00000205176	REXO1L1P	0.285010711	0.012162419	NA
ENSG00000186517	ARHGAP30	-0.284876975	0.012166412	257106
ENSG00000221857		0.953814614	0.012181281	NA
ENSG00000142178	SIK1	-0.522735109	0.012195774	150094
ENSG00000234420	ZNF37BP	0.22753079	0.012221544	100129482
ENSG00000124145	SDC4	1.596930676	0.012241051	6385
ENSG00000224479		-0.265485337	0.012263991	NA
ENSG00000124813	RUNX2	0.337689921	0.012267541	860
ENSG00000155760	FZD7	0.321140208	0.012284553	8324
ENSG00000159189	C1QC	-0.962136799	0.012286721	714
ENSG00000156642	NPTN	-0.572922519	0.012299676	27020
ENSG00000108465	CDK5RAP3	-0.415139022	0.012337992	80279
ENSG00000115252	PDE1A	-0.341600266	0.01235192	5136
ENSG00000115556	PLCD4	0.395114648	0.012367829	84812
ENSG00000204176	SYT15	-0.341098428	0.012395431	83849
ENSG00000250742	LINC02381	-0.319067332	0.012402399	400043
ENSG00000107249	GLIS3	0.787067664	0.012437492	169792
ENSG00000176014	TUBB6	0.420851986	0.012466655	84617
ENSG00000254377	MIR124-2HG	-0.395437094	0.012522505	NA
ENSG00000163359	COL6A3	0.217175727	0.012541912	1293
ENSG00000110324	IL10RA	-0.307757422	0.012578975	3587
ENSG00000230756	RHOQP3	0.552166419	0.012632934	NA
ENSG00000204314	PRRT1	0.263294897	0.012656325	100507547
ENSG00000204314	PRRT1	0.263294897	0.012656325	80863
ENSG00000132256	TRIM5	-0.269407997	0.012676323	85363
ENSG00000173020	GRK2	0.247401898	0.012676504	156
ENSG00000051596	THOC3	-0.509434487	0.012726194	84321
ENSG00000034971	MYOC	0.243704888	0.012750817	4653
ENSG00000078579	FGF20	-0.274502167	0.01279937	26281
ENSG00000170004	CHD3	0.299905135	0.012833191	1107
ENSG00000186891	TNFRSF18	-0.294283742	0.012835518	8784
ENSG00000086730	LAT2	-0.326479256	0.012837841	7462
ENSG00000147854	UHRF2	-0.323201696	0.012896269	115426
ENSG00000164007	CLDN19	0.236378008	0.012903691	149461
ENSG00000164669	INTS4P1	-0.332669072	0.012924276	285905
ENSG00000099250	NRP1	0.256114683	0.01297704	8829
ENSG00000003989	SLC7A2	1.13939539	0.013051479	6542
ENSG00000134152	KATNBL1	0.304502561	0.013087787	79768
ENSG00000136404	TM6SF1	-0.698968475	0.013112522	53346
ENSG00000187531	SIRT7	-0.280308416	0.013162672	51547
ENSG00000152104	PTPN14	0.435905318	0.013163472	5784
ENSG00000196668	LINC00173	0.278741085	0.013178989	100287569
ENSG00000227345	PARG	-0.39972824	0.013200816	8505
ENSG00000234645	YWHAEP5	-0.22278513	0.013214836	NA
ENSG00000226935	LINC00161	-0.240961362	0.013220798	118421
ENSG00000145194	ECE2	0.337860183	0.013275561	9718
ENSG00000145864	GABRB2	-0.255070555	0.013279764	2561
ENSG00000147869	CER1	-0.318514861	0.013361147	9350
ENSG00000135299	ANKRD6	-0.409637807	0.013374227	22881
ENSG00000124164	VAPB	0.785025592	0.013388754	9217
ENSG00000104059	FAM189A1	0.396883558	0.013399419	23359
ENSG00000154217	PITPNC1	0.47408062	0.013415851	26207
ENSG00000176134		-0.280761444	0.013443969	NA
ENSG00000181038	METTL23	-0.466106212	0.013452609	124512
ENSG00000111678	C12orf57	0.258523978	0.013503879	113246
ENSG00000229391	HLA-DRB6	-0.526848456	0.013503991	3128
ENSG00000171402	XAGE3	0.246193529	0.013541044	170626
ENSG00000198363	ASPH	-0.501436131	0.013572465	444
ENSG00000183773	AIFM3	0.610606489	0.013587978	150209
ENSG00000160233	LRRC3	0.272540244	0.013591391	81543
ENSG00000108826	MRPL27	-0.252587811	0.013621733	51264
ENSG00000185246	PRPF39	0.26220661	0.013635474	55015
ENSG00000248112		0.288860979	0.013637901	NA
ENSG00000169059	VCX3A	-0.220556805	0.013684696	51481
ENSG00000115602	IL1RL1	0.267770541	0.013685921	9173
ENSG00000181616	OR52H1	0.269848804	0.013703953	390067
ENSG00000076716	GPC4	0.536009454	0.01371504	2239
ENSG00000255993	PSMC1P9	-0.570946307	0.013719897	NA
ENSG00000207934	MIR654	0.282228418	0.013725272	724024
ENSG00000108010	GLRX3	0.276692227	0.013749739	10539
ENSG00000171943	SRGAP2C	-0.429122754	0.013783245	653464
ENSG00000262700		-0.26046576	0.013810449	NA
ENSG00000099797	TECR	0.281834127	0.013815492	9524
ENSG00000253313	C1orf210	0.293979682	0.013816801	149466
ENSG00000142867	BCL10	-0.327253465	0.013829795	8915
ENSG00000162244	RPL29	-0.378696799	0.013850203	6159
ENSG00000129437	KLK14	0.244846057	0.013922307	43847
ENSG00000183317	EPHA10	-0.314136495	0.013922855	284656
ENSG00000155465	SLC7A7	-0.311856333	0.013922953	9056
ENSG00000160678	S100A1	0.851488593	0.013961492	6271
ENSG00000156804	FBXO32	-0.594601756	0.01400117	114907
ENSG00000164930	FZD6	0.235910765	0.014007417	8323
ENSG00000033011	ALG1	-0.313297427	0.014008031	56052
ENSG00000166104		-0.275248192	0.014010128	NA
ENSG00000213762	ZNF134	0.331213597	0.014077943	7693
ENSG00000165959	CLMN	-0.307257119	0.014106041	79789
ENSG00000164347	GFM2	-0.304986355	0.014117963	84340
ENSG00000132010	ZNF20	0.3364296	0.014143068	7568
ENSG00000019169	MARCO	0.24256766	0.014178467	8685
ENSG00000203709	C1orf132	0.468142057	0.014180625	NA
ENSG00000157869	RAB28	-0.464357824	0.014209969	9364
ENSG00000125735	TNFSF14	-0.271628011	0.014213713	8740
ENSG00000188937	NYX	-0.274005991	0.014217986	60506
ENSG00000255042		-0.313170513	0.014263812	441601
ENSG00000280229		-0.286047459	0.01427889	NA
ENSG00000138079	SLC3A1	0.232401132	0.014289508	6519
ENSG00000160305	DIP2A	-0.51978389	0.014443292	23181
ENSG00000170264	FAM161A	0.427865255	0.014466352	84140
ENSG00000187980	PLA2G2C	0.21419125	0.014482706	391013
ENSG00000203485	INF2	-0.291105888	0.014489619	64423
ENSG00000161270	NPHS1	-0.304544041	0.014505784	4868
ENSG00000145569	FAM105A	-0.287719743	0.014509439	54491
ENSG00000048392	RRM2B	-0.467964397	0.014541678	50484
ENSG00000120051	CFAP58	0.312670528	0.014558464	159686
ENSG00000196873	CBWD3	-0.238076206	0.014583779	445571
ENSG00000196873	CBWD3	-0.238076206	0.014583779	220869
ENSG00000180532	ZSCAN4	-0.216566934	0.014616611	201516
ENSG00000100030	MAPK1	-0.480132414	0.014638266	5594
ENSG00000142233	NTN5	0.311321325	0.014639357	126147
ENSG00000118507	AKAP7	-0.301858189	0.01465825	9465
ENSG00000114315	HES1	0.320075449	0.014681733	3280
ENSG00000229715	EEF1DP3	0.376284247	0.014688381	NA
ENSG00000168758	SEMA4C	0.670301837	0.014727249	54910
ENSG00000129003	VPS13C	-0.267433161	0.014773608	54832
ENSG00000134545	KLRC1	0.2135245	0.014826306	3821
ENSG00000225214		0.267169479	0.014850964	NA
ENSG00000198965	OR10R2	0.275102618	0.014862717	343406
ENSG00000114670	NEK11	-0.36101111	0.014872394	79858
ENSG00000147655	RSPO2	0.373039245	0.014881217	340419
ENSG00000204116	CHIC1	-0.2871725	0.014882255	53344
ENSG00000158623	COPG2	0.736361647	0.014907712	26958
ENSG00000169194	IL13	-0.279658763	0.014929479	3596
ENSG00000106003	LFNG	0.988472416	0.014935635	3955
ENSG00000234761		0.24026401	0.014938092	NA
ENSG00000137331	IER3	-0.452435308	0.014989613	8870
ENSG00000233822	HIST1H2BN	-0.234111672	0.015008075	8341
ENSG00000129951	PLPPR3	-0.31451294	0.015072164	79948
ENSG00000214856	KRT16P1	0.276840589	0.015076353	NA
ENSG00000133561	GIMAP6	-0.471038705	0.015155777	474344
ENSG00000187634	SAMD11	0.301188104	0.0151568	148398
ENSG00000110442	COMMD9	0.323627404	0.015177552	29099
ENSG00000137171	KLC4	-0.325997344	0.015194095	89953
ENSG00000173540	GMPPB	-0.406407583	0.015223148	29925
ENSG00000170476	MZB1	0.28159521	0.015328146	51237
ENSG00000149930	TAOK2	0.334947614	0.015338607	9344
ENSG00000148730	EIF4EBP2	0.250824434	0.015342055	1979
ENSG00000255923		-0.389910572	0.015415344	NA
ENSG00000143786	CNIH3	-0.429723378	0.015427415	149111
ENSG00000168397	ATG4B	-0.90104992	0.015435176	23192
ENSG00000159840	ZYX	0.55283591	0.015446023	7791
ENSG00000225151	GOLGA2P7	-0.249629931	0.015473488	NA
ENSG00000254827	SLC22A18AS	-0.256527336	0.015473524	5003
ENSG00000129007	CALML4	-0.327428306	0.015485167	91860
ENSG00000006747	SCIN	-0.302602326	0.015486593	85477
ENSG00000041982	TNC	0.60631718	0.015529815	3371
ENSG00000123384	LRP1	-0.445817655	0.015544665	4035
ENSG00000182545	RNASE10	0.259034596	0.015549535	338879
ENSG00000182557	SPNS3	-0.24987325	0.015585739	201305
ENSG00000010626	LRRC23	0.354508436	0.015619264	10233
ENSG00000163762	TM4SF18	-0.455435708	0.015633434	116441
ENSG00000007237	GAS7	0.26216337	0.015653194	8522
ENSG00000136848	DAB2IP	0.378041994	0.01568888	153090
ENSG00000176407	KCMF1	-0.285136988	0.015710903	56888
ENSG00000156875	MFSD14A	-0.509885369	0.015728432	64645
ENSG00000137766	UNC13C	0.294590576	0.015765522	440279
ENSG00000151923	TIAL1	-0.349358692	0.015798099	7073
ENSG00000058866	DGKG	0.415233562	0.015832621	1608
ENSG00000231252		-0.242071458	0.015854379	101926964
ENSG00000179774	ATOH7	-0.228651247	0.015860763	220202
ENSG00000163377	FAM19A4	-0.239016938	0.015905224	151647
ENSG00000101074	R3HDML	0.283115163	0.015916656	140902
ENSG00000198889	DCAF12L1	0.287747335	0.015919631	139170
ENSG00000112761	WISP3	0.2303836	0.015935543	8838
ENSG00000206149	HERC2P9	-0.366279781	0.015943517	440248
ENSG00000156709	AIFM1	0.23844918	0.015954755	9131
ENSG00000143164	DCAF6	-0.498243732	0.015987923	55827
ENSG00000204934	ATP6V0E2-AS1	-0.292460069	0.015993682	401431
ENSG00000151065	DCP1B	0.258683489	0.015999117	196513
ENSG00000236609	ZNF853	-0.302262429	0.016000051	54753
ENSG00000222012		-0.221737874	0.016027946	105375614
ENSG00000187537	POTEG	0.320687488	0.01603036	404785
ENSG00000124493	GRM4	0.328775443	0.01603326	2914
ENSG00000204406	MBD5	0.239825335	0.016068083	55777
ENSG00000182534	MXRA7	-0.475781067	0.01606881	439921
ENSG00000228789	HCG22	-0.277245989	0.016074836	285834
ENSG00000147571	CRH	-0.952369726	0.016098094	1392
ENSG00000164074	ABHD18	0.278117477	0.016101181	80167
ENSG00000120833	SOCS2	-0.410774707	0.016104239	8835
ENSG00000224888		-0.247596622	0.016132073	NA
ENSG00000106066	CPVL	-0.515192627	0.016150869	54504
ENSG00000165406	MARCH8	-0.338931439	0.016172873	220972
ENSG00000165521	EML5	-0.263804664	0.016190655	161436
ENSG00000108255	CRYBA1	0.2920565	0.016192638	1411
ENSG00000161905	ALOX15	0.313825559	0.016228904	246
ENSG00000228364		-0.270940385	0.016229023	NA
ENSG00000105419	MEIS3	-0.423555949	0.016269442	56917
ENSG00000138617	PARP16	0.35364127	0.016277729	54956
ENSG00000137872	SEMA6D	-0.226188194	0.016302013	80031
ENSG00000214900	LINC01588	-0.220879	0.016315503	283551
ENSG00000139266	MARCH9	-0.253228702	0.016317721	92979
ENSG00000122547	EEPD1	0.3204321	0.016395896	80820
ENSG00000066294	CD84	-0.294132707	0.016413161	8832
ENSG00000005801	ZNF195	-0.272059871	0.016440295	7748
ENSG00000168807	SNTB2	-0.409043242	0.016452661	6645
ENSG00000088387	DOCK9	-0.67500135	0.016455293	23348
ENSG00000064726	BTBD1	-0.619135078	0.016461267	53339
ENSG00000138614	INTS14	-0.22908395	0.01646456	81556
ENSG00000164776	PHKG1	0.294297603	0.016467569	5260
ENSG00000133119	RFC3	-0.259103264	0.016516791	5983
ENSG00000086619	ERO1B	-0.271278025	0.016535495	56605
ENSG00000198670	LPA	-0.229589963	0.01656338	4018
ENSG00000109685	NSD2	0.262938136	0.016602443	7468
ENSG00000093000	NUP50	-0.459980023	0.016616108	10762
ENSG00000143612	C1orf43	-0.388979662	0.016631803	25912
ENSG00000204897	KRT25	-0.285903902	0.0166404	147183
ENSG00000198574	SH2D1B	-0.289935465	0.016678089	117157
ENSG00000115289	PCGF1	0.327474107	0.016710373	84759
ENSG00000121895	TMEM156	-0.321237675	0.016728436	80008
ENSG00000152592	DMP1	0.212967656	0.016737491	1758
ENSG00000100321	SYNGR1	-0.252620695	0.016748854	9145
ENSG00000101019	UQCC1	-0.425323514	0.016831889	55245
ENSG00000143537	ADAM15	0.966699564	0.016840754	8751
ENSG00000129315	CCNT1	0.322705448	0.016856503	904
ENSG00000153012	LGI2	-0.478102417	0.016893434	55203
ENSG00000204620		-0.230636165	0.016896534	NA
ENSG00000131069	ACSS2	-0.285793006	0.01689968	55902
ENSG00000107341	UBE2R2	0.229079126	0.016905424	54926
ENSG00000123636	BAZ2B	-0.435504007	0.016912045	29994
ENSG00000100105	PATZ1	-0.253720459	0.01691925	23598
ENSG00000230750	SDAD1P2	0.36038572	0.016958748	NA
ENSG00000163694	RBM47	-0.238634475	0.016980933	54502
ENSG00000226784	PGAM4	-1.061556557	0.016983533	441531
ENSG00000140543	DET1	0.234222185	0.017001675	55070
ENSG00000142733	MAP3K6	0.406446105	0.017045225	9064
ENSG00000125898	FAM110A	0.282985233	0.017050464	83541
ENSG00000143156	NME7	-0.581090443	0.017068547	29922
ENSG00000132694	ARHGEF11	0.352764878	0.017071357	9826
ENSG00000141736	ERBB2	0.57438396	0.017118394	2064
ENSG00000253479	LINC01603	-0.340381546	0.017187082	NA
ENSG00000157423	HYDIN	-0.251011971	0.017199352	54768
ENSG00000248050		0.259648495	0.017207341	100132813
ENSG00000140470	ADAMTS17	0.301893715	0.017212036	170691
ENSG00000082258	CCNT2	-0.278446741	0.017254612	905
ENSG00000111261	MANSC1	-0.489491241	0.01730462	54682
ENSG00000106541	AGR2	0.233567136	0.017329368	10551
ENSG00000179632	MAF1	0.268435599	0.017349741	84232
ENSG00000128918	ALDH1A2	0.252572753	0.0173802	8854
ENSG00000259261	IGHV4OR15-8	0.286106689	0.017434035	NA
ENSG00000142494	SLC47A1	0.248116097	0.017516902	55244
ENSG00000106443	PHF14	-0.344499938	0.017530959	9678
ENSG00000005102	MEOX1	-0.216817789	0.017531091	4222
ENSG00000101160	CTSZ	0.610093203	0.017555116	1522
ENSG00000236086	HMGN2P28	0.256975913	0.017602145	NA
ENSG00000204637		-0.476719669	0.017645212	NA
ENSG00000212932	RPL23AP4	0.5524042	0.017649503	NA
ENSG00000164896	FASTK	-0.372956485	0.017668967	10922
ENSG00000223709	TRIM64EP	-0.242863384	0.017701439	NA
ENSG00000114248	LRRC31	-0.218887137	0.017704628	79782
ENSG00000109339	MAPK10	-0.982604324	0.017742431	5602
ENSG00000175662	TOM1L2	-0.287194957	0.017752465	146691
ENSG00000130640	TUBGCP2	0.359125345	0.017774204	10844
ENSG00000174197	MGA	0.324242652	0.017789352	23269
ENSG00000120509	PDZD11	-0.256717215	0.0178022	51248
ENSG00000183137	CEP57L1	0.220920265	0.01783632	285753
ENSG00000110987	BCL7A	0.349708577	0.017859022	605
ENSG00000183087	GAS6	0.24172426	0.017859461	2621
ENSG00000219547	RPL17P25	0.323840492	0.01786091	NA
ENSG00000261051		0.291189514	0.017870438	NA
ENSG00000179476	C14orf28	0.277480897	0.017870472	122525
ENSG00000205266	KRT17P5	0.220644622	0.017871925	NA
ENSG00000103047	TANGO6	-0.242279155	0.017878704	79613
ENSG00000225648	SBDSP1	-0.550770292	0.017935844	NA
ENSG00000138650	PCDH10	-0.55442431	0.017966609	57575
ENSG00000182974		0.292557429	0.017969815	NA
ENSG00000174667	OR7D4	0.318380436	0.018018053	125958
ENSG00000165730	STOX1	0.485852963	0.018054464	219736
ENSG00000089123	TASP1	-0.505697769	0.018058248	55617
ENSG00000224094	RPS24P8	-0.214146603	0.018076664	NA
ENSG00000123353	ORMDL2	0.230363683	0.018109824	29095
ENSG00000258692	SALL4P7	0.275967141	0.018165121	NA
ENSG00000198945	L3MBTL3	0.296613968	0.018189629	84456
