hgnc_symbol	logFC_MUO	PValue_MUO	entrezgene
GLG1	0.270019532	1.57e-05	2734
TUBE1	-0.556570872	1.57e-05	51175
LY96	0.903163365	1.57e-05	23643
SLC38A6	0.444405691	1.58e-05	145389
UBTD1	-0.473545622	1.58e-05	80019
PLA2G4C	0.23612758	1.59e-05	8605
PLA2G4C	0.23612758	1.59e-05	8605
GJC3	-0.374555315	1.59e-05	349149
CUL4A	-0.262154715	1.59e-05	8451
STAT5A	-0.499598911	1.6e-05	6776
CADM2	-1.365094866	1.62e-05	253559
RBM47	0.266741071	1.64e-05	54502
CCNT1	-0.244140623	1.64e-05	904
PLIN3	0.517072403	1.65e-05	10226
TSG101	-0.224522179	1.65e-05	7251
BFAR	-0.509434291	1.67e-05	51283
C1QB	0.937656945	1.67e-05	713
LOC101929095	-0.256801061	1.68e-05	NA
CS	-0.405901226	1.68e-05	1431
BNC2	-0.34589495	1.68e-05	54796
PFKFB3	-1.048618867	1.71e-05	5209
MALSU1	-0.26850237	1.71e-05	115416
PCBD1	-0.482107978	1.71e-05	5092
CALML4	0.260637557	1.72e-05	91860
SGTB	0.629725866	1.72e-05	54557
GBE1	-0.589965822	1.73e-05	2632
BMF	0.181736537	1.73e-05	90427
EGFLAM	-0.278172081	1.73e-05	133584
HCLS1	0.767961774	1.74e-05	3059
DSG2	-0.856026786	1.75e-05	1829
FBXL4	-0.360857282	1.77e-05	26235
ARHGEF26	-0.994471959	1.78e-05	26084
RAB21	-0.234340122	1.8e-05	23011
SMIM3	-0.675676618	1.82e-05	85027
ARHGAP11B	0.205156597	1.83e-05	89839
OCIAD1	-0.149902343	1.86e-05	54940
PYCARD	0.656424386	1.88e-05	29108
IL10RA	0.931169784	1.89e-05	3587
ZBTB40	0.433088031	1.89e-05	9923
GOLGA8H	-1.09046282	1.89e-05	728498
GOLGA8H	-1.09046282	1.89e-05	728498
MIR4504	-0.265293666	1.89e-05	NA
STAT4	-0.673479354	1.9e-05	6775
STAT4	-0.673479354	1.9e-05	6775
FAM129B	0.48224749	1.91e-05	64855
IL17RE	0.629534043	1.91e-05	132014
IQGAP1	0.268903459	1.92e-05	8826
FABP3	0.408813478	1.92e-05	2170
PWARSN /// SNRPN	-0.307259698	1.92e-05	NA
PHLPP1	-0.705705913	1.93e-05	23239
UBQLN1	-0.284109933	1.93e-05	29979
ATP2B1	0.705078123	1.94e-05	490
CCNB1IP1	-0.357299805	1.95e-05	57820
ADGRE5	0.601754326	1.95e-05	976
CALCRL	-0.937186106	1.97e-05	10203
ETV6	0.827462333	1.97e-05	2120
RPAP1	-0.315202987	1.98e-05	26015
CD109	0.767142161	1.99e-05	135228
MCM6	-0.656319753	1.99e-05	4175
SLA	0.430027553	2e-05	6503
CLIC6	1.064923971	2.01e-05	54102
SUPT16H	-0.285871234	2.02e-05	11198
FLJ27354 /// LRRC8B	-0.193411689	2.02e-05	NA
XPNPEP2	0.714320594	2.03e-05	7512
CCNH	-0.585588728	2.04e-05	902
C4orf32	-0.580845425	2.06e-05	NA
ERGIC1	0.188249861	2.06e-05	57222
TOB1	-0.790649413	2.06e-05	10140
CENPC	-0.457083566	2.06e-05	1060
ELF4	0.231837682	2.08e-05	2000
SHMT1	-1.003383092	2.08e-05	6470
KPNB1	-0.254429408	2.11e-05	3837
SLC18B1	0.781058173	2.13e-05	116843
SLC18B1	0.781058173	2.13e-05	116843
MOGAT1	-0.509286064	2.14e-05	116255
DDX18	-0.381033759	2.14e-05	8886
DDX18	-0.381033759	2.14e-05	8886
IRAK2	-0.806100029	2.14e-05	3656
USP3	-0.150826591	2.15e-05	NA
LOC100289230 /// LOC102724810	-0.200212751	2.15e-05	NA
GOLGA8J	-0.65937151	2.16e-05	653073
KIF21A	-0.301147462	2.16e-05	55605
VPS35	-0.27368164	2.17e-05	55737
HIST1H3I	1.437918529	2.19e-05	8354
VAV1	0.667340959	2.19e-05	7409
HMHA1	0.45427595	2.21e-05	NA
RASGRP4	0.389787947	2.21e-05	115727
PTPN14	-0.388637001	2.22e-05	5784
SF3B2	-0.246180942	2.24e-05	10992
MIR218-1	0.809919085	2.25e-05	NA
ABCC5	0.546229772	2.25e-05	10057
PMPCB	-0.361746653	2.27e-05	9512
EYA1	-0.529697963	2.27e-05	2138
BACE1	0.270263671	2.28e-05	23621
CCDC88A	0.704310826	2.28e-05	55704
ZDBF2	-0.586094446	2.34e-05	57683
SYPL1	-0.2683803	2.35e-05	6856
LOC101927414 /// LOC105377444	0.215767995	2.36e-05	NA
POLR1E	-0.251185827	2.39e-05	64425
POLR1E	-0.251185827	2.39e-05	64425
NCAM2	-0.197893416	2.41e-05	4685
SRSF5	-0.259312221	2.42e-05	6430
ABHD5	-0.638567243	2.46e-05	51099
MLX	-0.52301897	2.47e-05	6945
MYD88	0.350237169	2.49e-05	4615
LOXL4	0.353655134	2.49e-05	84171
LOXL4	0.353655134	2.49e-05	84171
LINC01094	0.220458984	2.49e-05	NA
PEMT	0.383527484	2.53e-05	10400
DNMT1	0.502737862	2.54e-05	1786
TPM4	0.502022877	2.54e-05	7171
ANAPC16	-0.497889929	2.55e-05	119504
HNRNPDL	-0.249197824	2.62e-05	9987
ARID5A	0.282732284	2.62e-05	10865
LST1	0.261718751	2.62e-05	7940
MYLK	0.492082869	2.63e-05	4638
PDE3B	-0.619873039	2.64e-05	5140
PDE3B	-0.619873039	2.64e-05	5140
CCDC59	-0.203404018	2.64e-05	29080
STK17B	0.472813199	2.64e-05	9262
CEPT1	-0.420689177	2.64e-05	10390
AIF1L	-0.235691616	2.64e-05	83543
ACADSB	-0.602678571	2.65e-05	36
IRAK1	0.372610909	2.66e-05	3654
HIBADH	-0.483346124	2.66e-05	11112
TMEM127	0.327549525	2.69e-05	55654
PPFIBP2	0.274414062	2.69e-05	8495
GGTA1P	0.60280064	2.69e-05	NA
SC5D	-0.891462055	2.71e-05	6309
RBPJ	0.265206472	2.73e-05	3516
REV1	-0.319004601	2.74e-05	51455
TRMT11	-0.313197545	2.76e-05	60487
C20orf194	0.470825195	2.76e-05	25943
COMT /// MIR4761	0.23678153	2.77e-05	NA
RAB30	0.427106584	2.77e-05	27314
STRADB	-0.396728516	2.77e-05	55437
CRHR1-IT1	-0.202331544	2.8e-05	NA
PLEKHO2	0.772373741	2.8e-05	80301
LOC101929331	0.411045621	2.81e-05	NA
SPI1	0.636788504	2.81e-05	6688
SPI1	0.636788504	2.81e-05	6688
BTK	0.599679129	2.84e-05	695
LINC00173	0.185276576	2.85e-05	NA
LINC00173	0.185276576	2.85e-05	NA
MARCH7	-0.210379463	2.85e-05	64844
FAM73A	-0.292968751	2.86e-05	NA
RPL23 /// SNORA21	-0.158115931	2.86e-05	NA
SERPINB1	0.344395227	2.87e-05	1992
RPL41	-0.309953984	2.89e-05	6171
RPL41	-0.309953984	2.89e-05	6171
CTSB	0.50101144	2.89e-05	1508
CMKLR1	0.73563058	2.91e-05	1240
PHF7	-0.199619839	2.91e-05	51533
TNIP1	0.285330635	2.93e-05	10318
COL5A2	0.466343472	2.96e-05	1290
CORO1C	0.364414761	2.96e-05	23603
MFSD12	0.64981515	2.97e-05	126321
DDX42	-0.343470983	2.97e-05	11325
RAD51D	0.728201729	2.99e-05	5892
EIF1	-0.265625015	3.01e-05	10209
C5orf51	-0.377668108	3.01e-05	285636
PIEZO1	-0.38092913	3.02e-05	9780
DPEP2	0.397129605	3.02e-05	64174
NAE1	-0.21125139	3.03e-05	8883
DHTKD1	-0.541137696	3.04e-05	55526
MUC1	0.264979769	3.04e-05	4582
ECHDC2	-0.767264229	3.05e-05	55268
GTPBP10 /// CLDN12 /// LOC101927446	-0.234880721	3.05e-05	NA
C1R /// C1RL	0.417881556	3.06e-05	NA
MMS19	-0.294503349	3.06e-05	64210
SRP9	-0.264334543	3.08e-05	6726
COX5A	-0.34186663	3.09e-05	9377
SNX30	0.53243583	3.09e-05	401548
RNF32	-0.129385813	3.1e-05	140545
NFX1	-0.416625976	3.1e-05	4799
BAG4	-0.524483817	3.13e-05	9530
NDUFA9	-0.286638534	3.13e-05	4704
PLAUR	0.961321149	3.15e-05	5329
CTSZ	0.601754324	3.15e-05	1522
PDHX	-0.337524412	3.15e-05	8050
ADH5	-0.310006279	3.16e-05	128
CCL13	1.242972237	3.17e-05	6357
SMARCA5	-0.263270785	3.18e-05	8467
ATRN	0.50997489	3.19e-05	8455
ST13	-0.171875003	3.2e-05	6767
ARRDC2	0.498029436	3.22e-05	27106
NMD3	-0.421944755	3.24e-05	51068
SFT2D2	0.370204382	3.25e-05	375035
PSMB10	0.348196849	3.29e-05	5699
CRLS1	-0.618321012	3.32e-05	54675
NRIP1	-0.750941686	3.33e-05	8204
RPL23AP87	-0.543422152	3.34e-05	NA
ZNF3	-0.170933315	3.35e-05	7551
TRAF3IP3	0.162275044	3.35e-05	80342
CCND1	1.139997211	3.35e-05	595
RBM12B	-0.376273018	3.35e-05	389677
SIPA1L1	0.52962821	3.36e-05	26037
NCBP1	-0.341448104	3.39e-05	4686
TPX2	0.256574359	3.44e-05	22974
CDC34	-0.458565848	3.51e-05	997
C11orf1	-0.452540805	3.53e-05	64776
TRAM2	0.792428151	3.54e-05	9697
BAG3	0.358049666	3.55e-05	9531
KIAA1958	-0.327410017	3.57e-05	158405
PIGH	-0.102024621	3.58e-05	5283
MGC70870	-1.280665806	3.6e-05	NA
SIRPB2	0.247514997	3.62e-05	284759
TRIM24	-0.303205218	3.63e-05	8805
SNHG4 /// MATR3	-0.150320871	3.63e-05	NA
ADIPOQ	-0.23754883	3.64e-05	9370
GPC1	0.378016882	3.65e-05	2817
IL18	0.427254814	3.65e-05	3606
RCOR3	-0.411342074	3.66e-05	55758
ULK4P1 /// ULK4P2	-1.326904296	3.69e-05	NA
LOC101927506	-0.745570588	3.7e-05	NA
ICE2	-0.296177456	3.7e-05	79664
GPHN	-0.393432619	3.7e-05	10243
KLHL6	0.241986955	3.73e-05	89857
KIF27	-0.225760322	3.75e-05	55582
PIK3R6	0.2467041	3.76e-05	146850
HPGDS	1.395490377	3.76e-05	27306
PHF3	-0.326642718	3.78e-05	23469
TAF1D /// SNORA8	-0.413208007	3.79e-05	NA
RNF144B	0.542009625	3.79e-05	255488
LOC105377538	-0.250279019	3.82e-05	NA
CD209	0.787493025	3.85e-05	30835
SH2D4A	0.536376954	3.85e-05	63898
XPO6	0.272984096	3.88e-05	23214
MSANTD3 /// MSANTD3-TMEFF1 /// TMEFF1	0.12838309	3.88e-05	NA
CALCOCO1	-0.321184429	3.9e-05	57658
RGL1	0.972900391	3.91e-05	23179
MIR29B2 /// C1orf132	-0.126552036	3.91e-05	NA
NAAA	0.461042131	3.93e-05	27163
MRPS31	-0.329868858	3.95e-05	10240
AGFG1	0.280273436	3.96e-05	3267
INHBB	0.671526226	4e-05	3625
SUPV3L1	-0.37702288	4.01e-05	6832
FAM13A	-0.477643694	4.01e-05	10144
FBXO18	-0.27833775	4.01e-05	NA
SCARA3	1.293230329	4.04e-05	51435
ARNT	-0.319510323	4.05e-05	405
FAR2	0.947108679	4.1e-05	55711
TCAIM	-0.507428851	4.12e-05	285343
TRBC2 /// TRBV3-1 /// TRBV7-2 /// TRBV6-5	0.863821845	4.12e-05	NA
CD48	0.285757882	4.16e-05	962
NDUFA4	-0.372227257	4.2e-05	4697
LOC90768	-0.555690221	4.23e-05	NA
SECTM1	0.735700335	4.24e-05	6398
CDC5L	-0.35649763	4.32e-05	988
PPARGC1A	-0.355686733	4.41e-05	10891
PPARGC1A	-0.355686733	4.41e-05	10891
RNF19A	0.289742607	4.45e-05	25897
TYRO3	-0.389125279	4.5e-05	7301
EBLN3	-0.381644111	4.5e-05	NA
PLTP	0.625418525	4.52e-05	5360
RASA4B /// RASA4	1.341605053	4.53e-05	NA
CAPRIN1	-0.114292689	4.54e-05	4076
ANG /// RNASE4	-0.508632115	4.54e-05	NA
ARHGAP4 /// L1CAM	0.343593052	4.55e-05	NA
MTMR4	-0.386561803	4.65e-05	9110
INPP5D	0.433872768	4.66e-05	3635
CLEC7A	0.845921108	4.73e-05	64581
ARHGAP30	0.321568081	4.74e-05	257106
FHOD3	-0.745989119	4.75e-05	80206
GABARAPL1	-0.654750279	4.75e-05	23710
C10orf12	0.291887558	4.77e-05	NA
RBM15	-0.346871513	4.79e-05	64783
ADCK1	0.24384417	4.8e-05	57143
ARHGEF10L	0.364728655	4.81e-05	55160
ANGPT2	0.959368026	4.81e-05	285
ANXA7	0.278006418	4.81e-05	310
DCXR	-0.719970703	4.83e-05	51181
SCO2 /// TYMP /// ODF3B	0.347429548	4.89e-05	NA
CCND2	0.94166783	4.9e-05	894
ZFYVE21	-0.268083846	4.91e-05	79038
RPAIN	-0.306065149	4.91e-05	84268
LOC105378947 /// LOC101929692 /// LOC105379561	-0.888235911	4.92e-05	NA
ULK4P3	-0.905439102	4.92e-05	NA
FAM228B	-0.36730957	4.92e-05	375190
LIMK1	0.312430246	4.93e-05	3984
DNAJC27	-0.37688337	4.93e-05	51277
SOS2	-0.235595703	4.93e-05	6655
SLC25A21	-0.16620745	4.94e-05	89874
SIL1	0.12780762	4.94e-05	64374
CCT7	-0.16859654	4.94e-05	10574
METTL9	-0.289533342	5.02e-05	51108
TMLHE	-0.332188199	5.03e-05	55217
NKG7	0.603969028	5.04e-05	4818
MCCC2	-0.382777621	5.08e-05	64087
SYDE2	-0.478463311	5.13e-05	84144
RIN3 /// LOC105370628	0.264212474	5.16e-05	NA
AGAP11 /// ADIRF /// BMS1P3	-0.811889648	5.17e-05	NA
TBX15	-0.616873607	5.2e-05	6913
HDDC2	-0.415248327	5.21e-05	51020
TM6SF1	0.749877929	5.22e-05	53346
APOB	-2.377214706	5.23e-05	338
BCAT1	0.766130719	5.24e-05	586
SELO	-0.336844309	5.26e-05	NA
CSTB	0.290318079	5.26e-05	1476
USP38	-0.194876533	5.26e-05	84640
ICAM1	0.52961077	5.3e-05	3383
SETD2	-0.275809151	5.31e-05	29072
ITGAL	0.632132396	5.32e-05	3683
CAT	-0.180245543	5.34e-05	847
ARAP2 /// LOC105374397 /// LOC101928667	0.176374163	5.35e-05	NA
ARHGDIB	0.243992397	5.39e-05	397
TNFSF8	0.80254255	5.4e-05	944
AKAP11	-0.367728096	5.4e-05	11215
N6AMT1	-0.349347796	5.41e-05	29104
CAMSAP1	-0.24063546	5.43e-05	157922
SERPINB8 /// HMSD	0.352338517	5.44e-05	NA
GMIP	0.388410294	5.47e-05	51291
TIMP2 /// CEP295NL	0.37315151	5.48e-05	NA
LOC102723493	-0.458600723	5.48e-05	NA
ATP10D	0.335501531	5.49e-05	57205
LOC105377582	-0.100498746	5.51e-05	NA
KCNIP2	-0.490757533	5.53e-05	30819
TNFSF15	0.155596054	5.55e-05	9966
TBC1D17 /// MIR4750	-0.240373886	5.59e-05	NA
ABCB7	-0.334681921	5.59e-05	22
MAFB	0.608869282	5.6e-05	9935
PRRX1	0.604893277	5.62e-05	5396
COX6C	-0.129080638	5.63e-05	1345
PRKAR2B	-0.506208139	5.63e-05	5577
SYNPO	0.482631141	5.65e-05	11346
LRRC32	0.485630579	5.7e-05	2615
SMURF1	-0.287004746	5.71e-05	57154
FAM222A-AS1	-0.268781386	5.72e-05	NA
LOC101928219 /// LOC100996635	-0.084376744	5.72e-05	NA
DIABLO	-0.217529299	5.73e-05	56616
ZNF25	-0.382132394	5.73e-05	219749
ACSS2	-0.626691547	5.78e-05	55902
MVB12B	0.1678118	5.82e-05	89853
NR3C1	-0.358991352	5.89e-05	2908
SLC9B2	0.404976981	5.9e-05	133308
THAP5 /// PNPLA8 /// LOC105375447	-0.26414272	5.9e-05	NA
SMIM14	0.294555664	5.92e-05	201895
DEFB132	-3.36405727	5.93e-05	400830
NDUFV3 /// LOC105372817	-0.265311107	5.93e-05	NA
PCM1	-0.34148298	5.94e-05	5108
RFFL /// RAD51L3-RFFL /// RAD51D	0.341953822	5.97e-05	NA
IFI27L2	0.184849333	5.98e-05	83982
IL10RB	0.298566549	5.99e-05	3588
TMCO6	-0.28529576	6e-05	55374
CMTM8	-0.642944335	6.01e-05	152189
CLEC4A	0.218767439	6.02e-05	50856
SERINC2	0.540318084	6.04e-05	347735
SNHG16	-0.389038087	6.05e-05	NA
GDF10	0.45111956	6.06e-05	2662
ANXA4	0.48720006	6.07e-05	307
CCDC109B	0.68924386	6.07e-05	NA
LGMN	0.852085659	6.1e-05	5641
SLTM /// LOC105370837	-0.442278179	6.12e-05	NA
LOC100130476	0.109645299	6.12e-05	NA
FBXO46	-0.193045479	6.15e-05	23403
C14orf180	-0.603498186	6.28e-05	400258
SLC37A2	0.490565708	6.3e-05	219855
SIK2	-0.555629221	6.33e-05	23235
ITGA5	0.402587888	6.33e-05	3678
ATP8 /// ATP6 /// COX3	-0.110316664	6.34e-05	NA
TRAC /// TRAV20 /// TRAJ17 /// TRDV2 /// MGC40069	1.139910018	6.35e-05	NA
TFEC	0.347115655	6.35e-05	22797
ENOSF1	-0.401628765	6.38e-05	55556
DMXL2	0.478219168	6.42e-05	23312
ULK4P1 /// ULK4P3 /// CHRFAM7A /// ULK4P2	-1.219290597	6.47e-05	NA
TCTEX1D2 /// TM4SF19-TCTEX1D2 /// TM4SF19	0.668770926	6.54e-05	NA
SLC6A8	-0.426286967	6.55e-05	6535
GPBAR1	0.395159039	6.57e-05	151306
CADM3-AS1	0.327235631	6.58e-05	NA
YES1	-0.257725306	6.6e-05	7525
TTC7A	0.242361886	6.65e-05	57217
LOC101930151	-0.752877371	6.66e-05	NA
LILRB3 /// LILRA6 /// LILRB2 /// LOC102725015 /// LOC102725029 /// LOC102725031 /// LOC102725034 /// LOC102725035	0.323651995	6.67e-05	NA
ADGRL2	-0.273263115	6.69e-05	23266
TRIP11 /// ATXN3	-0.352957591	6.71e-05	NA
HGF	0.378627234	6.73e-05	3082
COL6A2	0.73524693	6.73e-05	1292
AZIN1	-0.235438753	6.78e-05	51582
RORB-AS1	-0.393450057	6.8e-05	NA
RORB-AS1	-0.393450057	6.8e-05	NA
CHST15	0.765555247	6.8e-05	51363
CHST15	0.765555247	6.8e-05	51363
LOC100506207	-0.269688198	6.82e-05	NA
TNRC6C	-0.400966101	6.86e-05	57690
CDC25B	0.384800502	6.88e-05	994
ACSM5	-0.845615935	6.89e-05	54988
RASA4B /// RASA4	1.069789341	6.89e-05	NA
BRIX1	-0.212768555	6.93e-05	55299
AOC2	0.388793947	6.96e-05	314
SLC25A23 /// SLC25A41	-0.588256839	6.97e-05	NA
CDNF	-0.449410574	6.98e-05	441549
DMRT2	-1.090218681	7.02e-05	10655
GM2A /// LOC105378230	0.456107004	7.08e-05	NA
ECE1	-0.402169363	7.08e-05	1889
SPOCD1	0.160731725	7.13e-05	90853
HCST	0.767333983	7.15e-05	10870
IL4R	0.468331473	7.16e-05	3566
CALR	0.283691409	7.17e-05	811
SRSF4 /// MECR	-0.333513531	7.19e-05	NA
TOMM6 /// PRICKLE4	-0.194022042	7.22e-05	NA
LOC100132077	-0.187604633	7.23e-05	NA
PEX19	-0.407679969	7.23e-05	5824
CPNE4	-0.530325753	7.25e-05	131034
HCFC2	-0.298706056	7.26e-05	29915
SELPLG	0.44353376	7.36e-05	6404
RPS20	-0.27873884	7.38e-05	6224
C11orf54	-0.473039903	7.43e-05	28970
NAT8L	-0.835885185	7.47e-05	339983
COL6A1	0.498988564	7.58e-05	1291
VNN1	0.878365655	7.58e-05	8876
PRG2 /// SLC43A3	0.486973353	7.62e-05	NA
SPRY2	-0.545724049	7.63e-05	10253
PDCD1LG2	0.607230052	7.64e-05	80380
UTS2B	-0.517360141	7.66e-05	257313
CTNNAL1	-1.015590125	7.67e-05	8727
ECI1	-0.510027205	7.74e-05	1632
ARF6	0.334891182	7.77e-05	382
EMP3	0.976754326	7.84e-05	2014
EMP3	0.976754326	7.84e-05	2014
SMC3	-0.274274552	7.85e-05	9126
PKD1L2	-0.889439172	7.93e-05	114780
NEDD4L	-0.63759068	7.97e-05	23327
AFAP1L1	-0.672589982	8.04e-05	134265
LL22NC03-104C7.1	-0.171465193	8.09e-05	NA
SAV1	-0.508893697	8.12e-05	60485
RTN3	-0.215192522	8.16e-05	10313
COL3A1 /// MIR3606	0.715611048	8.24e-05	NA
PSMG2	-0.326799666	8.25e-05	56984
PSMG2	-0.326799666	8.25e-05	56984
LOC105369725	0.29120745	8.27e-05	NA
ENTPD4	0.687151227	8.29e-05	9583
ENTPD4	0.687151227	8.29e-05	9583
HRSP12	-0.748482839	8.3e-05	NA
CAP1	0.176409041	8.31e-05	10487
AASDHPPT	-0.277849468	8.33e-05	60496
PTCD3	-0.217616493	8.4e-05	55037
VPS26A	-0.177594866	8.4e-05	9559
FRMD4B	0.650931221	8.41e-05	23150
MGST3	-0.263009207	8.45e-05	4259
MGST3	-0.263009207	8.45e-05	4259
GNMT	0.317749025	8.46e-05	27232
GNMT	0.317749025	8.46e-05	107080644
GNMT	0.317749025	8.46e-05	27232
GNMT	0.317749025	8.46e-05	107080644
KCTD12	0.538539343	8.53e-05	115207
CLPX	-0.252022878	8.55e-05	10845
MEDAG	0.952514651	8.56e-05	84935
CDKN2C	-0.873761857	8.59e-05	1031
MERTK	0.971941269	8.61e-05	10461
DNTTIP2	-0.153895788	8.63e-05	30836
SLC36A1	0.400355745	8.66e-05	206358
LINC01123	0.751429967	8.69e-05	NA
CADM3	1.512974331	8.72e-05	57863
ZNF395 /// FBXO16	-0.174717497	8.73e-05	NA
RBMX2	-0.208740234	8.79e-05	51634
TMEM143	-0.375819615	8.8e-05	55260
LOC100129034	0.493809294	8.84e-05	NA
PDHB	-0.213989256	8.87e-05	5162
SDK1	-0.416730607	8.89e-05	221935
MIR3615 /// SLC9A3R1	-0.570329938	8.92e-05	NA
LOC105377200	-0.246477399	8.99e-05	NA
HLA-DQA2 /// HLA-DQA1	0.800205774	8.99e-05	NA
BMX	0.164385116	9.03e-05	660
SLC1A5	-0.500383649	9.04e-05	6510
PHYH	-0.411760601	9.08e-05	5264
DFNB59	-0.250357492	9.09e-05	NA
SNRK	-0.277727399	9.12e-05	54861
SRSF3	-0.308907646	9.14e-05	6428
FASN	-1.230782637	9.16e-05	2194
ARRDC4	0.736990791	9.16e-05	91947
PTPN11	0.258196152	9.18e-05	5781
OXNAD1	-0.334350587	9.18e-05	92106
DDX50	-0.312029158	9.26e-05	79009
UBXN2A	-0.321655272	9.32e-05	165324
STK4	0.25931222	9.33e-05	6789
GIPR	-0.384303501	9.33e-05	2696
PLXNA1	0.638619561	9.34e-05	5361
SIRT5	-0.244001117	9.37e-05	23408
ZNHIT3	-0.413173132	9.37e-05	9326
HIPK1	0.221104215	9.38e-05	204851
NDUFB8	-0.226283483	9.42e-05	4714
TLR5	0.785452707	9.47e-05	7100
LOC606724	0.225542341	9.52e-05	NA
RFTN2	-0.361031672	9.53e-05	130132
CYP20A1	-0.343401229	9.54e-05	57404
PKP2	-2.010916576	9.55e-05	5318
TTL	0.473894393	9.57e-05	150465
PHF1	-0.214181083	9.57e-05	5252
CCDC50	-0.33569336	9.61e-05	152137
TNFRSF14	0.355974473	9.64e-05	8764
SERPINB6	-0.424961635	9.67e-05	5269
GNB4	0.391985212	9.68e-05	59345
ZYX	0.469081331	9.83e-05	7791
AMPD3 /// CAND1.11	0.472499304	9.88e-05	NA
COL5A1	0.368756977	9.92e-05	1289
TRPM2	0.413521902	9.93e-05	7226
CD83	0.644287109	9.94e-05	9308
NCS1	0.257228306	9.94e-05	23413
NA	NA	NA	NA
TMEM181	0.400094167	9.97e-05	57583
UBA2	-0.396030983	0.000100057	10054
LOC100507487	0.601981027	0.00010086	NA
GABRE	-0.432303293	0.000101787	2564
ECHS1	-0.614815848	0.000102177	1892
HSPD1	-0.298653738	0.000102549	3329
KLHDC2	-0.263235912	0.0001029	23588
NA	NA	NA	NA
SNCAIP	0.332449775	0.000103473	9627
SNRPA	-0.306954521	0.000103973	6626
STX6	0.232561383	0.000104026	10228
HSPH1	0.444022042	0.000104259	10808
NIN	0.30719866	0.000104536	51199
MIB1	-0.298078264	0.00010471	57534
SAP30BP	-0.343191965	0.000105523	29115
TRIM38	0.361537387	0.000105917	10475
CDKL1	0.268223356	0.000106069	8814
CTTNBP2NL /// LOC100129406	0.316946847	0.000106191	NA
HK2	-0.639787949	0.000106406	3099
VAMP2	-0.240461078	0.000106496	6844
C15orf59	0.22151402	0.000107124	NA
RPN1	0.224801201	0.000107231	6184
OSBPL3	0.480773927	0.000108207	26031
TNS2	-0.544677735	0.000108222	23371
KYNU	0.425388881	0.000108511	8942
PIGT	0.313197544	0.000108606	51604
LOC101929723	0.369393489	0.0001088	NA
C2CD2L	0.195068357	0.000108953	9854
PARD3	-0.370570591	0.000109238	56288
SATB1	-0.295200891	0.00010985	6304
MRPL30	-0.317295618	0.000110195	51263
FAM20A	0.555315293	0.000110672	54757
CASP1	0.218035017	0.000110884	834
FMN1	0.250584193	0.000110945	342184
RARS	-0.262032646	0.000111328	5917
SNCG	0.527797154	0.000111437	6623
CLSTN3	0.375601634	0.000112058	9746
TES	0.372244699	0.000112158	26136
VAV2	0.22390311	0.000112778	7410
FNBP1	0.401053293	0.000113265	23048
SLAMF6	0.359270367	0.000114093	114836
RARS2	-0.244803292	0.000114616	57038
SLC35G2	-0.171796527	0.000114948	80723
RGS1	0.155883787	0.000115125	5996
CYTIP /// LOC105373712	0.173488071	0.00011523	NA
ZFP3 /// LOC105376798	-0.407244002	0.000115313	NA
IL18BP	0.205566405	0.000115343	10068
CERS6	-0.588675365	0.000115696	253782
FASTKD2	-0.244245258	0.000115784	22868
SNX24	0.181692943	0.000116205	28966
UBXN10	0.127973284	0.000116213	127733
IPO5P1	-0.551818848	0.000116433	NA
CSF3R	0.292105539	0.000116526	1441
PEX11A	-0.624337332	0.000116904	8800
DNASE2B	0.22414725	0.000117041	58511
EZH1	-0.372767858	0.000117076	2145
NAIP	0.734828402	0.000117415	4671
LAT2	0.120448518	0.000117481	7462
CDK6	0.395856583	0.000118071	1021
TBC1D20	-0.343802316	0.000118884	128637
ATP6AP1L	-0.144914899	0.000119782	92270
RAP2A	0.564052033	0.000119868	5911
AAMP	-0.232299803	0.000120148	14
MAP4K1	0.181928363	0.000120661	11184
EIF5	-0.179513114	0.000120805	1983
FTH1	0.607142859	0.000120893	2495
HEXB	0.370849611	0.000121288	3074
PAIP2	-0.185581753	0.000121482	51247
ORC4	-0.31654576	0.000121616	5000
DPY19L4	-0.320731027	0.000121651	286148
IFITM10	0.270115444	0.00012188	402778
DDHD2	-0.295689174	0.000122837	23259
TSNAX /// TSNAX-DISC1 /// DISC1	0.108319963	0.000123053	NA
PRG4	2.320242748	0.000123289	10216
NQO1	1.172084267	0.000123453	1728
FN1	0.82592774	0.000123867	2335
TRIM25 /// MIR3614	0.415963309	0.00012387	NA
APPBP2	-0.386369977	0.000125778	10513
SRGAP2 /// SRGAP2B /// SRGAP2D	0.334838869	0.000126501	NA
MET	-0.761701314	0.000126694	4233
PLXNB1	-0.302280971	0.000127335	5364
TUSC5	-0.380964003	0.000127343	NA
BTBD8	-0.390380861	0.000127349	23285
BTBD8	-0.390380861	0.000127349	284697
LRRC25	0.305995395	0.000127721	126364
TMEM128	-0.290806364	0.000127917	85013
EIF2A	-0.251342775	0.000128166	83939
PCID2	-0.289550782	0.000128227	55795
PCID2	-0.289550782	0.000128227	55795
SEC61A1	0.250662666	0.000128399	29927
SAMD4A	0.49686105	0.000128751	23034
NOMO3 /// NOMO2 /// LOC102723728	0.470389237	0.000128822	NA
RMND5A	-0.271833148	0.000129068	64795
EIF3H /// LOC105375714	-0.150285993	0.000129438	NA
LOC100507634	0.347481865	0.000130048	NA
DOCK5	0.326041084	0.000131214	80005
